gender,age,party,voting_for,state,title,url,org,candidate,flesch,gunning_fog,readability,topic,favor,trust,group
female,30-49,democrat,Hillary Clinton,OH,Hillary Clinton Sharpens Focus After Democratic Debate Tussles,http://www.nytimes.com/2016/02/13/us/politics/hillary-clinton-sharpens-focus-after-democratic-debate-tussles.html,The New York Times,Hillary Clinton,7.6,7.6,65.73,Campaign Finance,1,1,A
female,30-49,democrat,Hillary Clinton,OH,Pro-Clinton Super PAC Announces Large Fundraising Haul,http://blogs.wsj.com/washwire/2016/01/29/pro-clinton-super-pac-announces-large-fundraising-haul/,The Wall Street Journal,Hillary Clinton,8.0,8.0,64.71,Campaign Finance,0,1,A
female,30-49,democrat,Bernie Sanders,CA,Sanders campaign touts another endorsement that didn't happen,http://www.cnn.com/2016/02/11/politics/bernie-sanders-hillary-clinton-dreamer-support/index.html,CNN,Bernie Sanders,11.5,10.4,50.16,Immigration,-1,0,A
female,30-49,democrat,Bernie Sanders,CA,Sanders a prolific Dem fundraiser,http://www.cnn.com/2016/02/05/politics/sanders-democratic-fundraisers/index.html,CNN,Bernie Sanders,11.5,11.6,55.58,Campaign Finance,0,0,A
female,30-49,democrat,Bernie Sanders,CA,"Your Friday Evening Briefing: Hillary Clinton, Kanye West, Syria",http://www.nytimes.com/2016/02/12/nytnow/your-friday-evening-briefing-hillary-clinton-kanye-west-syria.html,The New York Times,Hillary Clinton,7.2,8.4,72.16,Foreign Policy/National Security,0,0,A
female,30-49,democrat,Bernie Sanders,CA,Jeb Bush on Donald Trump: 'The guy needs therapy',http://www.cnn.com/2016/02/06/politics/jeb-bush-isis-donald-trump/index.html,CNN,Donald Trump,8.7,10.0,68.1,Foreign Policy/National Security,-1,0,A
female,30-49,democrat,Bernie Sanders,CA,First Draft: Bernie Sanders Promises to Keep Pressing the Campaign,http://www.nytimes.com/politics/first-draft/2016/02/29/bernie-sanders-promises-to-keep-pressing-the-campaign/,The New York Times,Bernie Sanders,8.7,10.0,68.1,Campaign Finance,1,0,A
male,18-29,republican,Donald Trump,TX,Sanders campaign touts another endorsement that didn't happen,http://www.cnn.com/2016/02/11/politics/bernie-sanders-hillary-clinton-dreamer-support/index.html,CNN,Bernie Sanders,11.5,10.4,50.16,Immigration,-1,1,A
male,18-29,republican,Donald Trump,TX,Sanders a prolific Dem fundraiser,http://www.cnn.com/2016/02/05/politics/sanders-democratic-fundraisers/index.html,CNN,Bernie Sanders,11.5,11.6,55.58,Campaign Finance,0,2,A
male,18-29,republican,Donald Trump,TX,"Your Friday Evening Briefing: Hillary Clinton, Kanye West, Syria",http://www.nytimes.com/2016/02/12/nytnow/your-friday-evening-briefing-hillary-clinton-kanye-west-syria.html,The New York Times,Hillary Clinton,7.2,8.4,72.16,Foreign Policy/National Security,0,2,A
male,18-29,republican,Donald Trump,TX,Jeb Bush on Donald Trump: 'The guy needs therapy',http://www.cnn.com/2016/02/06/politics/jeb-bush-isis-donald-trump/index.html,CNN,Donald Trump,8.7,10.0,68.1,Foreign Policy/National Security,-1,0,A
male,18-29,republican,Donald Trump,TX,First Draft: Bernie Sanders Promises to Keep Pressing the Campaign,http://www.nytimes.com/politics/first-draft/2016/02/29/bernie-sanders-promises-to-keep-pressing-the-campaign/,The New York Times,Bernie Sanders,8.7,10.0,68.1,Campaign Finance,0,1,A
female,30-49,democrat,Hillary Clinton,NJ,Sanders campaign touts another endorsement that didn't happen,http://www.cnn.com/2016/02/11/politics/bernie-sanders-hillary-clinton-dreamer-support/index.html,CNN,Bernie Sanders,11.5,10.4,50.16,Immigration,0,0,A
female,30-49,democrat,Hillary Clinton,NJ,Sanders a prolific Dem fundraiser,http://www.cnn.com/2016/02/05/politics/sanders-democratic-fundraisers/index.html,CNN,Bernie Sanders,11.5,11.6,55.58,Campaign Finance,0,1,A
female,30-49,democrat,Hillary Clinton,NJ,"Your Friday Evening Briefing: Hillary Clinton, Kanye West, Syria",http://www.nytimes.com/2016/02/12/nytnow/your-friday-evening-briefing-hillary-clinton-kanye-west-syria.html,The New York Times,Hillary Clinton,7.2,8.4,72.16,Foreign Policy/National Security,0,0,A
female,30-49,democrat,Hillary Clinton,NJ,Jeb Bush on Donald Trump: 'The guy needs therapy',http://www.cnn.com/2016/02/06/politics/jeb-bush-isis-donald-trump/index.html,CNN,Donald Trump,8.7,10.0,68.1,Foreign Policy/National Security,1,0,A
female,30-49,democrat,Hillary Clinton,NJ,First Draft: Bernie Sanders Promises to Keep Pressing the Campaign,http://www.nytimes.com/politics/first-draft/2016/02/29/bernie-sanders-promises-to-keep-pressing-the-campaign/,The New York Times,Bernie Sanders,8.7,10.0,68.1,Campaign Finance,-1,0,A
male,30-49,no_affiliation,Bernie Sanders,WA,"First Draft: Rudy Giuliani, Although Friends With Donald Trump, Is Not Ready to Endorse Yet",http://www.nytimes.com/politics/first-draft/2016/02/22/rudy-giuliani-although-friends-with-donald-trump-is-not-ready-to-endorse-yet/,The New York Times,Donald Trump,4.0,6.4,85.69,Immigration,0,0,A
male,30-49,no_affiliation,Bernie Sanders,WA,Ted Cruz Starts to Crack G.O.P. Establishment’s Wall of Opposition,http://www.nytimes.com/2016/01/14/us/politics/ted-cruz-starts-to-crack-gop-establishments-wall-of-opposition.html,The New York Times,Ted Cruz,8.0,8.0,64.71,Campaign Finance,1,-2,A
male,30-49,no_affiliation,Bernie Sanders,WA,"Sanders goes negative with Goldman Sachs, Iraq jabs",http://www.cnn.com/2016/01/20/politics/sanders-negative-goldman-sachs-iraq/index.html,CNN,Bernie Sanders,11.1,11.2,56.59,Foreign Policy/National Security,0,1,A
male,30-49,no_affiliation,Bernie Sanders,WA,Bernie Sanders’s Fans Toot Their Own Horns to Support Vermont Senator,http://blogs.wsj.com/washwire/2016/01/07/bernie-sanderss-fans-toot-their-own-horns-to-support-vermont-senator/,The Wall Street Journal,Bernie Sanders,8.8,7.6,57.27,Campaign Finance,-1,-1,A
male,30-49,no_affiliation,Bernie Sanders,WA,First Draft: My Firsthand Encounter With Donald Trump’s Free Media Machine,http://www.nytimes.com/politics/first-draft/2016/02/24/my-firsthand-encounter-with-donald-trumps-free-media-machine/,The New York Times,Donald Trump,5.2,7.6,82.65,Campaign Finance,1,-1,A
female,18-29,democrat,Bernie Sanders,NY,"First Draft: Rudy Giuliani, Although Friends With Donald Trump, Is Not Ready to Endorse Yet",http://www.nytimes.com/politics/first-draft/2016/02/22/rudy-giuliani-although-friends-with-donald-trump-is-not-ready-to-endorse-yet/,The New York Times,Donald Trump,4.0,6.4,85.69,Immigration,1,2,A
female,18-29,democrat,Bernie Sanders,NY,Ted Cruz Starts to Crack G.O.P. Establishment’s Wall of Opposition,http://www.nytimes.com/2016/01/14/us/politics/ted-cruz-starts-to-crack-gop-establishments-wall-of-opposition.html,The New York Times,Ted Cruz,8.0,8.0,64.71,Campaign Finance,1,2,A
female,18-29,democrat,Bernie Sanders,NY,"Sanders goes negative with Goldman Sachs, Iraq jabs",http://www.cnn.com/2016/01/20/politics/sanders-negative-goldman-sachs-iraq/index.html,CNN,Bernie Sanders,11.1,11.2,56.59,Foreign Policy/National Security,-1,1,A
female,18-29,democrat,Bernie Sanders,NY,Bernie Sanders’s Fans Toot Their Own Horns to Support Vermont Senator,http://blogs.wsj.com/washwire/2016/01/07/bernie-sanderss-fans-toot-their-own-horns-to-support-vermont-senator/,The Wall Street Journal,Bernie Sanders,8.8,7.6,57.27,Campaign Finance,0,-1,A
female,18-29,democrat,Bernie Sanders,NY,First Draft: My Firsthand Encounter With Donald Trump’s Free Media Machine,http://www.nytimes.com/politics/first-draft/2016/02/24/my-firsthand-encounter-with-donald-trumps-free-media-machine/,The New York Times,Donald Trump,5.2,7.6,82.65,Campaign Finance,0,1,A
male,18-29,independent_other,Bernie Sanders,AE,"First Draft: Rudy Giuliani, Although Friends With Donald Trump, Is Not Ready to Endorse Yet",http://www.nytimes.com/politics/first-draft/2016/02/22/rudy-giuliani-although-friends-with-donald-trump-is-not-ready-to-endorse-yet/,The New York Times,Donald Trump,4.0,6.4,85.69,Immigration,0,0,A
male,18-29,independent_other,Bernie Sanders,AE,Ted Cruz Starts to Crack G.O.P. Establishment’s Wall of Opposition,http://www.nytimes.com/2016/01/14/us/politics/ted-cruz-starts-to-crack-gop-establishments-wall-of-opposition.html,The New York Times,Ted Cruz,8.0,8.0,64.71,Campaign Finance,-1,1,A
male,18-29,independent_other,Bernie Sanders,AE,"Sanders goes negative with Goldman Sachs, Iraq jabs",http://www.cnn.com/2016/01/20/politics/sanders-negative-goldman-sachs-iraq/index.html,CNN,Bernie Sanders,11.1,11.2,56.59,Foreign Policy/National Security,1,1,A
male,18-29,independent_other,Bernie Sanders,AE,Bernie Sanders’s Fans Toot Their Own Horns to Support Vermont Senator,http://blogs.wsj.com/washwire/2016/01/07/bernie-sanderss-fans-toot-their-own-horns-to-support-vermont-senator/,The Wall Street Journal,Bernie Sanders,8.8,7.6,57.27,Campaign Finance,0,1,A
male,18-29,independent_other,Bernie Sanders,AE,First Draft: My Firsthand Encounter With Donald Trump’s Free Media Machine,http://www.nytimes.com/politics/first-draft/2016/02/24/my-firsthand-encounter-with-donald-trumps-free-media-machine/,The New York Times,Donald Trump,5.2,7.6,82.65,Campaign Finance,-1,1,A
female,30-49,independent_other,Bernie Sanders,NC,First Draft: Ted Cruz to Begin 6-Day Bus Tour to Help Him Secure Lead in Iowa,http://www.nytimes.com/politics/first-draft/2016/01/04/ted-cruz-to-begin-6-day-bus-tour-to-help-him-hold-onto-lead-in-iowa/,The New York Times,Ted Cruz,5.2,6.4,77.23,Immigration,0,0,A
female,30-49,independent_other,Bernie Sanders,NC,CNN/WMUR Poll: Cruz climbs in NH,http://www.cnn.com/2016/01/20/politics/new-hampshire-poll-trump-leads-cruz-climbs/index.html,CNN,Ted Cruz,4.8,7.2,83.66,Foreign Policy/National Security,0,0,A
female,30-49,independent_other,Bernie Sanders,NC,Ted Cruz: 2016 Is a ‘Referendum’ on the Supreme Court,http://blogs.wsj.com/washwire/2016/02/15/ted-cruz-2016-is-a-referendum-on-the-supreme-court/,The Wall Street Journal,Ted Cruz,6.0,7.2,75.2,Abortion,1,1,A
female,30-49,independent_other,Bernie Sanders,NC,"First Draft: Group Backing Ted Cruz Makes $573,000 Ad Buy in Nevada",http://www.nytimes.com/politics/first-draft/2016/02/15/group-backing-ted-cruz-makes-573000-ad-buy-in-nevada/,The New York Times,Ted Cruz,9.1,9.2,61.67,Campaign Finance,1,1,A
female,30-49,independent_other,Bernie Sanders,NC,Evangelical leader sub-tweets Donald Trump,http://www.cnn.com/2016/01/18/politics/moore-tweets-trump/index.html,CNN,Donald Trump,14.2,10.8,32.22,Foreign Policy/National Security,-1,1,A
female,50-64,independent_other,John Kasich,MI,First Draft: Ted Cruz to Begin 6-Day Bus Tour to Help Him Secure Lead in Iowa,http://www.nytimes.com/politics/first-draft/2016/01/04/ted-cruz-to-begin-6-day-bus-tour-to-help-him-hold-onto-lead-in-iowa/,The New York Times,Ted Cruz,5.2,6.4,77.23,Immigration,0,1,A
female,50-64,independent_other,John Kasich,MI,CNN/WMUR Poll: Cruz climbs in NH,http://www.cnn.com/2016/01/20/politics/new-hampshire-poll-trump-leads-cruz-climbs/index.html,CNN,Ted Cruz,4.8,7.2,83.66,Foreign Policy/National Security,1,2,A
female,50-64,independent_other,John Kasich,MI,Ted Cruz: 2016 Is a ‘Referendum’ on the Supreme Court,http://blogs.wsj.com/washwire/2016/02/15/ted-cruz-2016-is-a-referendum-on-the-supreme-court/,The Wall Street Journal,Ted Cruz,6.0,7.2,75.2,Abortion,0,2,A
female,50-64,independent_other,John Kasich,MI,"First Draft: Group Backing Ted Cruz Makes $573,000 Ad Buy in Nevada",http://www.nytimes.com/politics/first-draft/2016/02/15/group-backing-ted-cruz-makes-573000-ad-buy-in-nevada/,The New York Times,Ted Cruz,9.1,9.2,61.67,Campaign Finance,0,0,A
female,50-64,independent_other,John Kasich,MI,Evangelical leader sub-tweets Donald Trump,http://www.cnn.com/2016/01/18/politics/moore-tweets-trump/index.html,CNN,Donald Trump,14.2,10.8,32.22,Foreign Policy/National Security,-1,1,A
female,18-29,democrat,Hillary Clinton,CA,First Draft: Ted Cruz to Begin 6-Day Bus Tour to Help Him Secure Lead in Iowa,http://www.nytimes.com/politics/first-draft/2016/01/04/ted-cruz-to-begin-6-day-bus-tour-to-help-him-hold-onto-lead-in-iowa/,The New York Times,Ted Cruz,5.2,6.4,77.23,Immigration,0,1,A
female,18-29,democrat,Hillary Clinton,CA,CNN/WMUR Poll: Cruz climbs in NH,http://www.cnn.com/2016/01/20/politics/new-hampshire-poll-trump-leads-cruz-climbs/index.html,CNN,Ted Cruz,4.8,7.2,83.66,Foreign Policy/National Security,-1,0,A
female,18-29,democrat,Hillary Clinton,CA,Ted Cruz: 2016 Is a ‘Referendum’ on the Supreme Court,http://blogs.wsj.com/washwire/2016/02/15/ted-cruz-2016-is-a-referendum-on-the-supreme-court/,The Wall Street Journal,Ted Cruz,6.0,7.2,75.2,Abortion,0,0,A
female,18-29,democrat,Hillary Clinton,CA,"First Draft: Group Backing Ted Cruz Makes $573,000 Ad Buy in Nevada",http://www.nytimes.com/politics/first-draft/2016/02/15/group-backing-ted-cruz-makes-573000-ad-buy-in-nevada/,The New York Times,Ted Cruz,9.1,9.2,61.67,Campaign Finance,1,1,A
female,18-29,democrat,Hillary Clinton,CA,Evangelical leader sub-tweets Donald Trump,http://www.cnn.com/2016/01/18/politics/moore-tweets-trump/index.html,CNN,Donald Trump,14.2,10.8,32.22,Foreign Policy/National Security,-1,0,A
female,18-29,republican,Donald Trump,TX,"First Draft: Ted Cruz, on New Hampshire Bus Tour, Makes a Brief Effort in Spanish",http://www.nytimes.com/politics/first-draft/2016/01/19/ted-cruz-on-new-hampshire-bus-tour-makes-a-brief-stop-in-spanish/,The New York Times,Ted Cruz,4.0,6.4,85.69,Foreign Policy/National Security,0,0,A
female,18-29,republican,Donald Trump,TX,"First Draft: At Rally in Rivals’ Home State, Donald Trump Boasts of Florida Jobs Record",http://www.nytimes.com/politics/first-draft/2016/02/13/at-rally-in-rivals-home-state-donald-trump-boasts-of-florida-jobs-record/,The New York Times,Donald Trump,5.6,6.8,76.22,Immigration,1,1,A
female,18-29,republican,Donald Trump,TX,Donald Trump Shifts to Small and Intimate From Big and Brash,http://blogs.wsj.com/washwire/2016/02/08/donald-trump-shifts-to-small-and-intimate-from-big-and-brash/,The Wall Street Journal,Donald Trump,5.6,6.8,76.22,Foreign Policy/National Security,0,0,A
female,18-29,republican,Donald Trump,TX,Graham: Cruz worse than Obama,http://www.cnn.com/2016/02/04/politics/lindsey-graham-barack-obama-ted-cruz-foreign-policy/index.html,CNN,Ted Cruz,10.3,10.4,58.62,Foreign Policy/National Security,-1,-1,A
female,18-29,republican,Donald Trump,TX,First Draft: Bernie Sanders Tells Volunteers in Reno to Expect Victory in Nevada,http://www.nytimes.com/politics/first-draft/2016/02/13/bernie-sanders-tells-volunteers-in-reno-to-expect-victory-in-nevada/,The New York Times,Bernie Sanders,10.7,10.8,57.61,Immigration,1,0,A
male,18-29,independent_other,Other,NY,"First Draft: Ted Cruz, on New Hampshire Bus Tour, Makes a Brief Effort in Spanish",http://www.nytimes.com/politics/first-draft/2016/01/19/ted-cruz-on-new-hampshire-bus-tour-makes-a-brief-stop-in-spanish/,The New York Times,Ted Cruz,4.0,6.4,85.69,Foreign Policy/National Security,0,1,A
male,18-29,independent_other,Other,NY,"First Draft: At Rally in Rivals’ Home State, Donald Trump Boasts of Florida Jobs Record",http://www.nytimes.com/politics/first-draft/2016/02/13/at-rally-in-rivals-home-state-donald-trump-boasts-of-florida-jobs-record/,The New York Times,Donald Trump,5.6,6.8,76.22,Immigration,1,1,A
male,18-29,independent_other,Other,NY,Donald Trump Shifts to Small and Intimate From Big and Brash,http://blogs.wsj.com/washwire/2016/02/08/donald-trump-shifts-to-small-and-intimate-from-big-and-brash/,The Wall Street Journal,Donald Trump,5.6,6.8,76.22,Foreign Policy/National Security,0,1,A
male,18-29,independent_other,Other,NY,Graham: Cruz worse than Obama,http://www.cnn.com/2016/02/04/politics/lindsey-graham-barack-obama-ted-cruz-foreign-policy/index.html,CNN,Ted Cruz,10.3,10.4,58.62,Foreign Policy/National Security,-1,1,A
male,18-29,independent_other,Other,NY,First Draft: Bernie Sanders Tells Volunteers in Reno to Expect Victory in Nevada,http://www.nytimes.com/politics/first-draft/2016/02/13/bernie-sanders-tells-volunteers-in-reno-to-expect-victory-in-nevada/,The New York Times,Bernie Sanders,10.7,10.8,57.61,Immigration,1,1,A
male,18-29,democrat,Hillary Clinton,CT,"First Draft: Ted Cruz, on New Hampshire Bus Tour, Makes a Brief Effort in Spanish",http://www.nytimes.com/politics/first-draft/2016/01/19/ted-cruz-on-new-hampshire-bus-tour-makes-a-brief-stop-in-spanish/,The New York Times,Ted Cruz,4.0,6.4,85.69,Foreign Policy/National Security,0,2,A
male,18-29,democrat,Hillary Clinton,CT,"First Draft: At Rally in Rivals’ Home State, Donald Trump Boasts of Florida Jobs Record",http://www.nytimes.com/politics/first-draft/2016/02/13/at-rally-in-rivals-home-state-donald-trump-boasts-of-florida-jobs-record/,The New York Times,Donald Trump,5.6,6.8,76.22,Immigration,1,0,A
male,18-29,democrat,Hillary Clinton,CT,Donald Trump Shifts to Small and Intimate From Big and Brash,http://blogs.wsj.com/washwire/2016/02/08/donald-trump-shifts-to-small-and-intimate-from-big-and-brash/,The Wall Street Journal,Donald Trump,5.6,6.8,76.22,Foreign Policy/National Security,0,2,A
male,18-29,democrat,Hillary Clinton,CT,Graham: Cruz worse than Obama,http://www.cnn.com/2016/02/04/politics/lindsey-graham-barack-obama-ted-cruz-foreign-policy/index.html,CNN,Ted Cruz,10.3,10.4,58.62,Foreign Policy/National Security,-1,1,A
male,18-29,democrat,Hillary Clinton,CT,First Draft: Bernie Sanders Tells Volunteers in Reno to Expect Victory in Nevada,http://www.nytimes.com/politics/first-draft/2016/02/13/bernie-sanders-tells-volunteers-in-reno-to-expect-victory-in-nevada/,The New York Times,Bernie Sanders,10.7,10.8,57.61,Immigration,0,2,A
male,18-29,democrat,Donald Trump,AE,"After GOP establishment 'froze' on Trump, Democrats ready battle plans",http://www.cnn.com/2016/02/29/politics/donald-trump-democrats-election-2016/index.html,CNN,Donald Trump,12.3,10.0,42.72,Campaign Finance,1,2,A
male,18-29,democrat,Donald Trump,AE,Clinton Super PAC Ramps Up Spending Ahead of Next Round of Primaries,http://blogs.wsj.com/washwire/2016/02/12/clinton-super-pac-ramps-up-spending-ahead-of-next-round-of-primaries/,The Wall Street Journal,Hillary Clinton,8.4,8.4,63.7,Campaign Finance,1,2,A
male,18-29,democrat,Donald Trump,AE,"Bernie Sanders Is Democrats’ Top Beneficiary of Outside Spending, Like it or Not",http://www.nytimes.com/2016/01/29/us/politics/bernie-sanders-is-democrats-top-beneficiary-of-outside-spending-like-it-or-not.html,The New York Times,Bernie Sanders,9.1,9.2,61.67,Campaign Finance,1,2,A
male,18-29,democrat,Donald Trump,AE,2nd former Mexican president unloads on Donald Trump,http://feeds.foxnews.com/~r/foxnews/world/~3/6fZtc76vZuA/2nd-former-mexican-president-unloads-on-donald-trump.html,Fox News,Donald Trump,14.6,13.6,42.04,Immigration,-1,1,A
male,18-29,democrat,Donald Trump,AE,Evaluations: Why I Can’t Learn to Love Donald Trump,http://douthat.blogs.nytimes.com/2016/02/12/why-i-wont-learn-to-love-donald-trump/,The New York Times,Donald Trump,16.2,15.2,37.98,Foreign Policy/National Security,1,2,A
female,64+,independent_other,Ted Cruz,IN,"After GOP establishment 'froze' on Trump, Democrats ready battle plans",http://www.cnn.com/2016/02/29/politics/donald-trump-democrats-election-2016/index.html,CNN,Donald Trump,12.3,10.0,42.72,Campaign Finance,-1,1,A
female,64+,independent_other,Ted Cruz,IN,Clinton Super PAC Ramps Up Spending Ahead of Next Round of Primaries,http://blogs.wsj.com/washwire/2016/02/12/clinton-super-pac-ramps-up-spending-ahead-of-next-round-of-primaries/,The Wall Street Journal,Hillary Clinton,8.4,8.4,63.7,Campaign Finance,0,1,A
female,64+,independent_other,Ted Cruz,IN,"Bernie Sanders Is Democrats’ Top Beneficiary of Outside Spending, Like it or Not",http://www.nytimes.com/2016/01/29/us/politics/bernie-sanders-is-democrats-top-beneficiary-of-outside-spending-like-it-or-not.html,The New York Times,Bernie Sanders,9.1,9.2,61.67,Campaign Finance,1,1,A
female,64+,independent_other,Ted Cruz,IN,2nd former Mexican president unloads on Donald Trump,http://feeds.foxnews.com/~r/foxnews/world/~3/6fZtc76vZuA/2nd-former-mexican-president-unloads-on-donald-trump.html,Fox News,Donald Trump,14.6,13.6,42.04,Immigration,1,0,A
female,64+,independent_other,Ted Cruz,IN,Evaluations: Why I Can’t Learn to Love Donald Trump,http://douthat.blogs.nytimes.com/2016/02/12/why-i-wont-learn-to-love-donald-trump/,The New York Times,Donald Trump,16.2,15.2,37.98,Foreign Policy/National Security,-1,1,A
male,30-49,republican,Ted Cruz,CA,"After GOP establishment 'froze' on Trump, Democrats ready battle plans",http://www.cnn.com/2016/02/29/politics/donald-trump-democrats-election-2016/index.html,CNN,Donald Trump,12.3,10.0,42.72,Campaign Finance,-1,2,A
male,30-49,republican,Ted Cruz,CA,Clinton Super PAC Ramps Up Spending Ahead of Next Round of Primaries,http://blogs.wsj.com/washwire/2016/02/12/clinton-super-pac-ramps-up-spending-ahead-of-next-round-of-primaries/,The Wall Street Journal,Hillary Clinton,8.4,8.4,63.7,Campaign Finance,0,2,A
male,30-49,republican,Ted Cruz,CA,"Bernie Sanders Is Democrats’ Top Beneficiary of Outside Spending, Like it or Not",http://www.nytimes.com/2016/01/29/us/politics/bernie-sanders-is-democrats-top-beneficiary-of-outside-spending-like-it-or-not.html,The New York Times,Bernie Sanders,9.1,9.2,61.67,Campaign Finance,0,2,A
male,30-49,republican,Ted Cruz,CA,2nd former Mexican president unloads on Donald Trump,http://feeds.foxnews.com/~r/foxnews/world/~3/6fZtc76vZuA/2nd-former-mexican-president-unloads-on-donald-trump.html,Fox News,Donald Trump,14.6,13.6,42.04,Immigration,-1,2,A
male,30-49,republican,Ted Cruz,CA,Evaluations: Why I Can’t Learn to Love Donald Trump,http://douthat.blogs.nytimes.com/2016/02/12/why-i-wont-learn-to-love-donald-trump/,The New York Times,Donald Trump,16.2,15.2,37.98,Foreign Policy/National Security,0,2,A
male,50-64,republican,John Kasich,IN,Ted Cruz tries to seize Rand Paul's libertarian mantle,http://www.cnn.com/2016/02/04/politics/ted-cruz-new-hampshire-rand-paul/index.html,CNN,Ted Cruz,11.1,11.2,56.59,Campaign Finance,0,1,A
male,50-64,republican,John Kasich,IN,Op-Ed Columnist: Hillary Clinton Stumbles,http://www.nytimes.com/2016/01/25/opinion/hillary-clinton-stumbles.html,The New York Times,Hillary Clinton,11.1,11.2,56.59,Campaign Finance,-1,1,A
male,50-64,republican,John Kasich,IN,Cruz's 2016 strategy focuses on turning out white voters,http://hosted2.ap.org/APDEFAULT/386c25518f464186bf7a2ac026580ce7/Article_2016-02-05-US--GOP%202016-Cruz-White%20Turnout/id-b92587c622404c15b18976ec822c1a91,the Associated Press,Ted Cruz,11.5,10.4,50.16,Immigration,0,1,A
male,50-64,republican,John Kasich,IN,Ad of the Week: Bernie Sanders Relies on Supporters for Ad About Unity,http://www.nytimes.com/2016/02/14/us/politics/bernie-sanders-relies-on-supporters-for-ad-about-unity.html,The New York Times,Bernie Sanders,6.8,8.0,73.17,Campaign Finance,1,-1,A
male,50-64,republican,John Kasich,IN,"Really, Donald Trump? A fight with the Pope?",http://www.cnn.com/2016/02/18/opinions/donald-trump-pope-francis-christian-dantonio/index.html,CNN,Donald Trump,8.7,8.8,62.68,Immigration,-1,0,A
female,50-64,democrat,Hillary Clinton,MI,Ted Cruz tries to seize Rand Paul's libertarian mantle,http://www.cnn.com/2016/02/04/politics/ted-cruz-new-hampshire-rand-paul/index.html,CNN,Ted Cruz,11.1,11.2,56.59,Campaign Finance,0,1,A
female,50-64,democrat,Hillary Clinton,MI,Op-Ed Columnist: Hillary Clinton Stumbles,http://www.nytimes.com/2016/01/25/opinion/hillary-clinton-stumbles.html,The New York Times,Hillary Clinton,11.1,11.2,56.59,Campaign Finance,-1,1,A
female,50-64,democrat,Hillary Clinton,MI,Cruz's 2016 strategy focuses on turning out white voters,http://hosted2.ap.org/APDEFAULT/386c25518f464186bf7a2ac026580ce7/Article_2016-02-05-US--GOP%202016-Cruz-White%20Turnout/id-b92587c622404c15b18976ec822c1a91,the Associated Press,Ted Cruz,11.5,10.4,50.16,Immigration,-1,1,A
female,50-64,democrat,Hillary Clinton,MI,Ad of the Week: Bernie Sanders Relies on Supporters for Ad About Unity,http://www.nytimes.com/2016/02/14/us/politics/bernie-sanders-relies-on-supporters-for-ad-about-unity.html,The New York Times,Bernie Sanders,6.8,8.0,73.17,Campaign Finance,0,0,A
female,50-64,democrat,Hillary Clinton,MI,"Really, Donald Trump? A fight with the Pope?",http://www.cnn.com/2016/02/18/opinions/donald-trump-pope-francis-christian-dantonio/index.html,CNN,Donald Trump,8.7,8.8,62.68,Immigration,-1,1,A
female,30-49,independent_other,Bernie Sanders,KY,Ted Cruz tries to seize Rand Paul's libertarian mantle,http://www.cnn.com/2016/02/04/politics/ted-cruz-new-hampshire-rand-paul/index.html,CNN,Ted Cruz,11.1,11.2,56.59,Campaign Finance,1,1,A
female,30-49,independent_other,Bernie Sanders,KY,Op-Ed Columnist: Hillary Clinton Stumbles,http://www.nytimes.com/2016/01/25/opinion/hillary-clinton-stumbles.html,The New York Times,Hillary Clinton,11.1,11.2,56.59,Campaign Finance,-1,1,A
female,30-49,independent_other,Bernie Sanders,KY,Cruz's 2016 strategy focuses on turning out white voters,http://hosted2.ap.org/APDEFAULT/386c25518f464186bf7a2ac026580ce7/Article_2016-02-05-US--GOP%202016-Cruz-White%20Turnout/id-b92587c622404c15b18976ec822c1a91,the Associated Press,Ted Cruz,11.5,10.4,50.16,Immigration,-1,1,A
female,30-49,independent_other,Bernie Sanders,KY,Ad of the Week: Bernie Sanders Relies on Supporters for Ad About Unity,http://www.nytimes.com/2016/02/14/us/politics/bernie-sanders-relies-on-supporters-for-ad-about-unity.html,The New York Times,Bernie Sanders,6.8,8.0,73.17,Campaign Finance,1,1,A
female,30-49,independent_other,Bernie Sanders,KY,"Really, Donald Trump? A fight with the Pope?",http://www.cnn.com/2016/02/18/opinions/donald-trump-pope-francis-christian-dantonio/index.html,CNN,Donald Trump,8.7,8.8,62.68,Immigration,-1,1,A
female,18-29,democrat,Not Voting,WI,First Draft: ‘Super PAC’ Backing Hillary Clinton Says It Will Raise More Than It Did in ’12,http://www.nytimes.com/politics/first-draft/2016/01/29/super-pac-backing-hillary-clinton-says-it-is-raising-more-than-it-did-for-obama/,The New York Times,Hillary Clinton,13.0,12.0,46.1,Campaign Finance,0,2,A
female,18-29,democrat,Not Voting,WI,"Taking Note: Trump vs. Pope, Round 2",http://takingnote.blogs.nytimes.com/2016/02/18/trump-vs-pope-round-2/,The New York Times,Donald Trump,8.7,10.0,68.1,Immigration,-1,-1,A
female,18-29,democrat,Not Voting,WI,Ad of the Week: Bernie Sanders and Fans Embrace Tune of ‘America’ in Ad Free of Attacks,http://www.nytimes.com/2016/01/24/us/politics/bernie-sanders-and-fans-embrace-tune-of-america-in-ad-free-of-attacks.html,The New York Times,Bernie Sanders,9.1,9.2,61.67,Campaign Finance,-1,0,A
female,18-29,democrat,Not Voting,WI,First Draft: Major Donors to Clinton Include Napster Co-Founder,http://www.nytimes.com/politics/first-draft/2016/02/14/major-donors-to-clinton-include-napster-co-founder/,The New York Times,Hillary Clinton,10.3,9.2,53.21,Campaign Finance,0,2,A
